region_rus,year,basket,depr,gender,grp,invest,manuf,middle,mining,old,pat_inv,pat_mod,pop,RD_exp,stud,unem,vig
Белгородская область,2000,1959,41.34034761755587,1171,42074.5,9242,NA,57.8,NA,23.200000000000003,58,23,1504.3,110.1,45.7,6.1,164
Белгородская область,2001,2353.2,43.62940412768053,1176,49941.8,14030.6083,NA,58.5,NA,23.299999999999997,55,15,1507.5,121.479,56.2,6.4,152
Белгородская область,2002,2747.4,44.16134830719504,1180,62404.4,10829.770685736075,NA,59.6,NA,22.999999999999993,74,23,1510,155.014,52.4,8.1,133
Белгородская область,2003,3035.4,39.09895730867598,1179,76054.5,15336.318920723315,NA,60.5,NA,22.799999999999997,72,29,1512.9,155.76,59.4,8.3,115
Белгородская область,2004,3538.5,38.9,1177,114409.3,22684.500572375233,NA,61.1,NA,22.800000000000004,77,52,1512.8,183.22,64.4,6.2,109
Белгородская область,2005,4077.9,39.3,1177,144987.8,35022,101734,61.6,40390,22.800000000000004,77,45,1511.7,245,72.2,5.9,107
Белгородская область,2006,4545,39.18803717865106,1177,178846.1,52073.28612396306,136649,61.8,41102,22.900000000000006,93,31,1512.9,333.818,77.5,5.6,99
Белгородская область,2007,5234.3,35.41453650343402,1176,237013.3,83509.5114072878,191798,61.8,56923,23.10000000000001,75,50,1517.1,413.536,80.1,4.3,113
Белгородская область,2008,5954.3,32.001626055781855,1175,317656.3,104218,270781,61.7,62221,23.299999999999997,161,55,1523.2,759.402,82.9,3.9,118
Белгородская область,2009,6556.2,33.513518142263514,1174,304345.3,73127,241638,61.3,35375,23.60000000000001,122,53,1529,615.368,79.7,4.7,304
Белгородская область,2010,7286.7,36.6,1173,398361.4,96313,319536,60.8,73704,24.1,93,68,1532.1,891.7,77.7,5.2,309
Белгородская область,2011,7878.8,39.9,1172,507839.8,125994,369161,60.3,110158,24.5,104,89,1534.2,943.5,73.4,4.3,358
Белгородская область,2012,8494.5,41.9,1172,545517.2,136820,409330,59.6,94390,25,130,74,1538.5,1261.8,68.7,3.7,375
Белгородская область,2013,9514,43.3,1171,569006.4,129405,404467,58.8,96017,25.5,97,106,1542.5,1465.6479,64.8,4,363
Белгородская область,2014,10756,45.4,1171,619677.7,120658,470245,57.9,84223,26.1,116,89,1546,1790.5,59.2,4,385
Белгородская область,2015,11871.8,46.9,1171,693379.4,147214,562897,57,81211,26.6,167,90,1549,1921.1,53.1,4.1,553
Белгородская область,2016,12526.8,48.2,1169,778027.8,143791.756,603881,56.2,88930,27.2,115,86,1551.5,1779.9,50.6,4,517
Белгородская область,2017,12933.3,47.6,1168,837306.8,142692.754,NA,55.4,NA,27.7,155,85,1551.4,1921.1,49,3.9,489
Белгородская область,2018,13804.3,49.5,1166,911597.9,134551.337,NA,54.9,NA,28.2,162,105,1548.7,2147.8981,47.7,3.9,414
Белгородская область,2019,14111,52.5,1163,955951.6,167093.027,NA,55.9,NA,27.2,175,75,1548.3,2631.6398,46.8,3.9,425
Белгородская область,2020,14972.94,52.5,1162,NA,168122.744,NA,55.6,NA,27.5,139,71,1545.2,2941.4,46.2,4.9,408
Брянская область,2000,1938,47.29629178673377,1180,24650.5,2808,NA,56.9,NA,23.9,26,18,1415.6,51.4,27,13.4,59
Брянская область,2001,2297.3,50.209394723968835,1185,30110.3,3467.0550000000003,NA,57.6,NA,23.9,37,32,1399.7,96.443,30.7,9.8,47
Брянская область,2002,2764.4,52.46492302133724,1191,37374.1,4737.799822069062,NA,58.6,NA,23.6,20,27,1383.2,104.49,37.9,8.6,48
Брянская область,2003,3037.4,42.46328193273757,1190,43700.3,6527.522937198611,NA,59.6,NA,23.300000000000004,41,22,1367.6,151.463,41,7.4,58
Брянская область,2004,3482.9,42.8,1189,51003.4,6751.448524192978,NA,60.3,NA,23.200000000000003,52,20,1352.2,177.295,43,8.9,51
Брянская область,2005,4006.6,42.8,1191,66692.3,8496,36954,60.9,136,23.1,38,10,1335.9,249.7,45.9,6.8,52
Брянская область,2006,4417.3,40.622159061223215,1192,82100.4,12461.73906875525,46796,61.2,142,23.200000000000003,81,19,1320.2,299.204,51.7,6.8,56
Брянская область,2007,5186,43.943890996446285,1193,102706.2,21010.247249457556,59920,61.3,160,23.299999999999997,45,23,1308,196.085,52.2,6.4,51
Брянская область,2008,5952.3,40.809356603650464,1195,125834.4,25298,72687,61.2,158,23.5,49,31,1298.8,262.425,59.1,6.5,50
Брянская область,2009,6685.6,46.30989227407499,1195,126477.4,26858,57848,60.8,172,23.799999999999997,55,26,1290.4,257.063,61.1,10.7,61
Брянская область,2010,7542.6,46.7,1194,147024,41989,73863,60.3,248,24.3,27,47,1280.9,202.7,57.2,8,50
Брянская область,2011,7991.6,44.6,1193,174211.8,48014,91982,59.7,370,24.8,50,66,1269.9,273,51.8,7.1,59
Брянская область,2012,8678.3,46,1194,207397.5,46551,110055,58.9,409,25.3,42,53,1259.1,299.3,48.5,5.1,52
Брянская область,2013,9591.9,45.6,1193,219502.8,60864,117647,58.1,388,25.8,47,68,1248.1,352.1468,41.7,5.2,60
Брянская область,2014,11275.8,46.2,1192,242722.4,66066,126465,57.3,433,26.3,40,63,1237.8,408.9,39.5,5,74
Брянская область,2015,12483.7,46.3,1190,271782.5,62255,171551,56.4,425,26.9,56,60,1229.3,547.8,34.5,4.6,116
Брянская область,2016,13293.2,43.7,1188,316489.4,68194.604,175558,55.8,281,27.3,42,103,1223.1,704.3,30.7,4.6,77
Брянская область,2017,13807.5,45.5,1188,341177.8,55120.865,NA,55.1,NA,27.8,40,94,1215.8,977.7,27,4.4,78
Брянская область,2018,14504.4,48.8,1187,367157.1,58918.301,NA,54.5,NA,28.4,68,131,1205.6,1390.4406000000001,25.3,3.9,86
Брянская область,2019,14915,48.2,1186,397714.3,63553.036,NA,55.5,NA,27.5,57,100,1196.3,666.0708000000001,23.7,3.8,84
Брянская область,2020,15612.58,49.1,1185,NA,73886.786,NA,55.2,NA,27.8,42,61,1187.6,575.9,22.9,4,78
Владимирская область,2000,1788.1,43.69204863540938,1197,33017.7,4852,NA,58.8,NA,24,88,35,1566.8,382.5,28.7,12,419
Владимирская область,2001,2236.3,44.64088951217069,1203,42075.4,6224.2065,NA,59.2,NA,24.200000000000003,85,39,1548.6,487.014,32.1,10.2,415
Владимирская область,2002,2568.1,49.782789689310945,1210,50359.9,8849.880883527703,NA,59.9,NA,24.199999999999996,126,49,1529.7,684.001,42.6,10.4,409
Владимирская область,2003,3005.1,42.9045045045045,1216,61818.6,10326.749099684333,NA,60.7,NA,24,144,76,1514.8,1004.602,45.5,10.2,399
Владимирская область,2004,3558.8,40.7,1224,74207,12491.10477727018,NA,61,NA,24.200000000000003,137,57,1503.6,1330.122,47.4,9.1,357
Владимирская область,2005,4125.3,40.6,1230,86926.8,17327,81952,61.3,552,24.299999999999997,118,46,1492,1463.1,53.7,9,349
Владимирская область,2006,4685.7,40.67029904283977,1232,112841.7,22253.26200937366,99361,61.4,750,24.500000000000007,98,59,1481.2,1514.262,57.3,10.8,332
Владимирская область,2007,5683.1,39.832217494785866,1231,146663,37775.4007348925,144721,61.2,1149,24.799999999999997,99,81,1471.3,2163.293,57.3,6.7,331
Владимирская область,2008,6722.6,40.524691609128844,1229,175395.7,45056,160853,60.9,1672,25.000000000000007,114,71,1462.4,2965.163,57.3,5.7,322
Владимирская область,2009,7257.8,41.50475935990976,1225,185824.6,51546,142252,60.3,1303,25.5,135,94,1453.8,2858.048,57.6,8.7,315
Владимирская область,2010,8404.9,41.7,1220,224759.2,50088,189370,59.7,1517,25.9,109,83,1445.5,2478.9,53.6,6.1,286
Владимирская область,2011,8894.3,42.4,1219,261222.6,59769,222325,59,1632,26.4,151,65,1436.5,2792.9,49.4,5.7,401
Владимирская область,2012,9600.7,43.2,1217,286018.6,61013,244800,58.1,2143,26.9,120,74,1426.9,3486.7,45.3,4.4,380
Владимирская область,2013,10522.4,43.7,1215,306641.4,65354,270978,57.2,3643,27.4,209,100,1417.5,3647.8191,42.4,3.8,393
Владимирская область,2014,12096.7,43.8,1214,328064.2,73927,313682,56.4,4648,27.9,199,71,1409.5,3878.4,34.9,4.3,419
Владимирская область,2015,13286.1,45.6,1211,368489.2,71513,376168,55.4,3406,28.5,241,38,1401.4,3767.1,33.5,5.6,584
Владимирская область,2016,14056.9,47.7,1209,431549.8,70716.655,411594,54.7,3180,28.9,214,42,1393.4,4511.5,30.8,5.6,323
Владимирская область,2017,14555.1,48.4,1207,449849.2,78526.948,NA,54,NA,29.4,258,29,1384,5391.3,27.2,4.8,308
Владимирская область,2018,15331.3,49.4,1206,480027.8,73502.023,NA,53.5,NA,29.8,207,65,1372.1,5003.6867,27.6,4.7,298
Владимирская область,2019,15742.5,50.9,1202,537434.6,90060.479,NA,54.6,NA,28.8,197,37,1362.1,5496.638599999999,26.4,4,393
Владимирская область,2020,16586.4,54.7,1200,NA,93408.353,NA,54.4,NA,29,169,31,1350.3,5031.5,25.4,5.6,394
Воронежская область,2000,1986.6,49.022837524151065,1179,49523.9,8262,NA,56.8,NA,25.700000000000003,231,41,2431.9,890.5,76.6,10.1,623
Воронежская область,2001,2393.7,51.041572961511285,1183,60014.6,10408.673,NA,57.4,NA,25.800000000000004,227,80,2409.7,1211.072,87.6,9.6,625
Воронежская область,2002,2845.7,57.13102942332381,1186,83001.1,15963.809081733238,NA,58.4,NA,25.500000000000007,305,73,2385.8,1412.926,108.3,8.9,655
Воронежская область,2003,3135.7,41.24812030075188,1188,100143.3,19755.808671824037,NA,59.3,NA,25.299999999999997,469,136,2370.9,1573.99,110.5,8.3,687
Воронежская область,2004,3638.2,43.3,1190,117197.6,21845.46611180888,NA,59.9,NA,25.199999999999996,433,124,2366.2,1698.824,115.9,8.7,744
Воронежская область,2005,4317.5,47,1191,133586.6,28652,76779,60.4,988,25.1,449,70,2362.9,2140.4,125,7.6,902
Воронежская область,2006,4898.5,48.08653957564257,1191,166176.5,38867.040021367015,89883,60.7,1477,25.200000000000003,442,110,2357.4,2690.672,128.3,5.4,928
Воронежская область,2007,5793.7,46.82937312629837,1192,222811.9,65319.2860180461,109969,60.7,2024,25.39999999999999,422,112,2349.1,3223.183,134.1,5.2,1154
Воронежская область,2008,6617.6,45.55267931487112,1192,287072.1,94168,139869,60.7,2816,25.599999999999994,582,93,2341.7,3663.983,138.5,5.2,1089
Воронежская область,2009,7757.1,44.943576909418525,1191,301729.1,94788,132503,60.3,2865,25.900000000000006,547,94,2336.9,4961.356,138.5,8.6,1075
Воронежская область,2010,8711,45.4,1190,346568.2,125826,175892,60,2737,26.2,380,111,2334.9,5286.9,133.2,7.5,919
Воронежская область,2011,8978.8,44.5,1189,474973.9,155245,228302,59.6,3100,26.5,338,158,2333.2,5044.8,124.6,6.4,1390
Воронежская область,2012,9288.9,44.7,1187,563965.4,182334,250019,59,5618,26.9,501,166,2330.9,6421.8,117.2,5.5,954
Воронежская область,2013,9821.7,43,1184,611720.4,216983,258914,58.3,7982,27.3,580,158,2329.7,6172.183400000001,106.2,4.7,925
Воронежская область,2014,11234.9,44.4,1182,717667.2,240272,310682,57.6,5246,27.7,521,154,2330.1,6348.1,99,4.5,1021
Воронежская область,2015,12661.9,44.5,1180,805969.6,264660,396550,56.8,5250,28.1,588,105,2332.3,6379.8,91.8,4.5,972
Воронежская область,2016,13395.1,46.3,1179,827928.6,270992.135,414144,56.1,5601,28.5,551,101,2334.4,6436.1,88.9,4.5,949
Воронежская область,2017,13828.2,40.4,1178,873429.4,283652.262,NA,55.5,NA,28.9,460,129,2334.6,8164.5,87,4.3,947
Воронежская область,2018,14578.2,41.3,1178,951292.3,276785.343,NA,54.9,NA,29.3,434,115,2330.8,8053.123,86,3.7,961
Воронежская область,2019,15046.6,40.2,1177,1002597.7,298767.833,NA,55.8,NA,28.3,503,131,2326,9656.5198,85.1,3.6,973
Воронежская область,2020,15495.8,40.7,1180,NA,258513.571,NA,55.4,NA,28.6,380,88,2314.9,10959.6,85,4.3,974
Ивановская область,2000,1974.1,43.31015134152606,1218,16900,2058,NA,58.2,NA,25.099999999999994,65,46,1186.8,72,39.9,10.4,269
Ивановская область,2001,2396.7,43.02112114525192,1225,22175.9,2470.043,NA,58.7,NA,25.200000000000003,43,36,1170.4,112.762,45,5.9,279
Ивановская область,2002,2871.2,49.08031133293777,1231,26981.3,3175.5851515422937,NA,59.5,NA,24.900000000000006,83,30,1153.2,134.669,51.1,6.9,288
Ивановская область,2003,3256.2,44.62478592557994,1237,33214.6,5120.985585551688,NA,60.2,NA,24.700000000000003,87,60,1137.8,155.228,52.6,6.5,271
Ивановская область,2004,3836.6,46.1,1243,40159.4,8996.959185936257,NA,60.5,NA,24.700000000000003,93,51,1123.9,198.032,52.6,4.7,252
Ивановская область,2005,4202.4,44.9,1248,44415.4,12068,27398,60.8,247,24.799999999999997,98,35,1109.3,228.8,51.4,6.9,244
Ивановская область,2006,4710.7,44.2136467051233,1249,55090,14734.156833333112,33667,60.9,364,25.000000000000007,103,36,1095.8,256.52,56.1,4.2,242
Ивановская область,2007,5512.2,44.61205857444759,1247,74752,17415.988828546542,44112,60.9,458,25.199999999999996,501,43,1085.5,293.711,54.5,4.3,238
Ивановская область,2008,6339.9,45.19350139831067,1243,86980.3,26051,54707,60.8,676,25.299999999999997,1323,41,1077.7,418.035,53.5,5.2,257
Ивановская область,2009,7007.4,45.96128114092902,1240,87061.9,31956,49501,60.3,429,25.700000000000003,628,50,1071,394.67,52.4,10.8,255
Ивановская область,2010,7969,46,1237,109884.5,29961,70363,59.7,596,26.1,455,49,1063.9,423,49,7.6,259
Ивановская область,2011,8461.9,39.1,1235,128905.4,32373,73821,59.1,664,26.5,503,45,1057.1,523.6,45.7,6.6,276
Ивановская область,2012,9182.3,39.3,1232,136115,28762,82750,58.4,740,26.8,438,61,1051.5,601,42.1,6.3,411
Ивановская область,2013,10058.2,42.2,1229,158228.7,33938,91907,57.6,687,27.2,695,50,1046.1,572.0448,39.7,5.2,423
Ивановская область,2014,11414.6,41.5,1227,151876.8,33075,91571,56.8,747,27.6,427,50,1040,643.8,33.1,4.3,477
Ивановская область,2015,12715.9,44.2,1223,180517.5,25713,114727,55.9,933,28.1,288,35,1033.4,712.8,31.3,5.6,270
Ивановская область,2016,13566.4,47.2,1221,205818.6,23286.965,119270,55.2,892,28.5,237,42,1026.5,642,28.5,5.6,271
Ивановская область,2017,14171.5,48.3,1217,212464.7,30314.901,NA,54.6,NA,28.9,398,40,1018.9,585.7,26.4,4.7,233
Ивановская область,2018,14778.2,49.9,1214,232493.6,29359.835,NA,54.1,NA,29.3,339,33,1009.4,681.5086,25.4,4.2,232
Ивановская область,2019,15185.3,51.3,1209,249755.8,37419.494,NA,55.2,NA,28.3,76,22,1000.7,865.5838,24.7,3.8,237
Ивановская область,2020,16008.06,52.3,1206,NA,44284.804,NA,55,NA,28.6,58,23,992.1,793.1,24.3,5.4,245
Калужская область,2000,1928.7,40.35777580859548,1177,23903.3,5293,NA,59,NA,23.400000000000006,79,74,1065.4,674.2,15.8,8.8,1189
Калужская область,2001,2390.2,40.49246247786732,1184,31860,6355.591,NA,59.4,NA,23.6,87,92,1055,1010.084,20.4,6.1,1151
Калужская область,2002,2926.8,43.560601089310325,1189,37283.1,7450.705342769039,NA,60,NA,23.700000000000003,96,119,1044.1,1433.96,28.9,6.6,1095
Калужская область,2003,3343.2,36.58614597294992,1190,48792.7,9353.257686661573,NA,60.8,NA,23.5,119,179,1035.1,1952.616,31.1,6.1,1076
Калужская область,2004,3813.4,38.2,1189,57993.8,10479.106830152903,NA,61.4,NA,23.4,119,100,1029.6,1958.843,32.1,6.3,1003
Калужская область,2005,4374.3,40.5,1190,70953.9,13624,55376,61.9,928,23.4,113,58,1025.5,2362.9,30.8,5.6,992
Калужская область,2006,4793.7,41.81671361871387,1188,86150.5,18297.4040794412,67938,62.1,1170,23.6,98,82,1021.7,3039.623,30.6,5.6,989
Калужская область,2007,5540.2,43.1539452158515,1187,111869,35011.78476310463,91071,62,1414,23.900000000000006,96,97,1019,4131.699,37.2,5,1028
Калужская область,2008,6300.5,41.20572762462371,1186,150394.4,66270,151481,61.7,2236,24.200000000000003,108,72,1016.7,5403.862,37.8,4.6,989
Калужская область,2009,6945.2,38.439826487653036,1182,154946.1,60349,153673,61.2,1652,24.599999999999994,131,57,1015.3,6845.429,38.7,6.1,949
Калужская область,2010,7877.9,34,1179,188601.3,74489,281124,60.6,2001,25.1,118,51,1012.1,7300.9,37.6,6.7,940
Калужская область,2011,8213,36.7,1174,234749,77354,356188,60,1530,25.5,89,37,1008.7,8766.1,33.8,5.6,934
Калужская область,2012,8902.1,39.1,1173,285256.6,95970,420364,59.2,1616,25.9,91,42,1006.9,10397.7,30.2,4.3,903
Калужская область,2013,9955.7,35.8,1171,292841,98084,428617,58.3,3524,26.4,95,60,1005.1,9316.5,27.7,4.5,882
Калужская область,2014,12004.8,37,1164,326459.5,99786,454878,57.6,3823,26.8,100,47,1007.5,10296.7,24.8,4.2,855
Калужская область,2015,13378.9,36.8,1169,339760.8,92707,456942,56.6,4582,27.3,103,26,1010.1,9970,22,4.3,881
Калужская область,2016,14019.8,39.7,1165,409462.3,84444.604,517016,55.8,2811,27.7,92,27,1012.2,9283.7,19.1,4.2,796
Калужская область,2017,14870.2,41.9,1162,457052.5,89030.44,NA,55.1,NA,28.2,109,43,1013.4,6070.9,18.6,4,723
Калужская область,2018,15491.8,43.5,1160,507632.2,91138.164,NA,54.4,NA,28.7,170,34,1010.8,7128.9502,18.7,3.9,649
Калужская область,2019,15887.8,45.1,1154,545109.4,110157.537,NA,55.4,NA,27.7,170,36,1006,7390.7135,18.6,3.7,629
Калужская область,2020,16851.37,47.7,1154,NA,112040.161,NA,55.2,NA,27.8,169,22,1001.8,6593.3,19.2,4.7,633
Костромская область,2000,1849.3,49.514666894723334,1174,16662.2,4636,NA,57.9,NA,23.800000000000004,32,3,757.9,13.8,16.6,8.8,28
Костромская область,2001,2315.2,54.93359331886244,1181,22221.5,4843.2570000000005,NA,58.5,NA,23.799999999999997,23,24,749,16.738,17.8,5.9,33
Костромская область,2002,2714.7,56.07542953769967,1186,25952.9,6222.0369691821425,NA,59.5,NA,23.400000000000006,41,3,739.2,19.313,18.7,5,31
Костромская область,2003,3111,48.38674134606556,1190,29692.1,5855.453543311294,NA,60.6,NA,23.1,38,18,728.8,19.323,20.1,6.1,23
Костромская область,2004,3509.5,44.3,1193,37787.4,12499.626974989984,NA,61.2,NA,23,35,15,717.6,17.748,20.4,5.9,20
Костромская область,2005,3930.2,41.8,1195,44684.7,14083,24827,61.7,91,22.89999999999999,42,19,705.9,21.4,21.1,4.9,20
Костромская область,2006,4339.4,29.493833640559757,1195,54351.1,11820.897592915144,34066,61.8,91.4,23.200000000000003,32,16,694.8,23.518,21.7,4.9,20
Костромская область,2007,5098.3,31.495688033847635,1194,65700.4,13918.581934757556,50948,61.6,160,23.4,29,24,686.6,28.394,21.8,3.3,22
Костромская область,2008,5963.1,30.20515802370293,1194,81040.7,16848,63379,61.3,230,23.5,30,27,680.6,40.859,22.3,4.9,17
Костромская область,2009,6685.1,34.97594545567362,1194,78920.7,11334,49822,60.5,146,24,51,18,675.4,50.67,22.3,8.2,16
Костромская область,2010,7781.7,37.9,1195,98130.7,15100,70201,59.8,185,24.5,42,22,669.7,56.3,21.7,6,21
Костромская область,2011,8353.7,41.5,1193,116629.8,17648,81591,58.9,254,25,33,24,664.1,55.5,20.5,5.1,20
Костромская область,2012,9071.9,45.3,1190,130840.4,21169,96283,58,233,25.5,29,11,660.3,78.5,19.2,4.8,21
Костромская область,2013,10026.5,48.4,1185,139015.9,22264,100103,57.1,297,26,38,24,657.6,101.8,18.3,4.9,23
Костромская область,2014,10948.5,49.9,1183,146731.5,27512,101088,56.1,287,26.5,27,21,655.4,92.9,16.6,4.3,25
Костромская область,2015,12145.6,48.8,1183,160579.8,27345,108058,55.1,725,27.1,23,25,652.9,149.5,13.6,5.3,36
Костромская область,2016,12923.4,48.6,1181,170225.1,26429.603,106429,54.2,332,27.6,27,20,649.8,137.1,11.4,5.5,34
Костромская область,2017,13423.9,50.6,1180,178485.6,21638.952,NA,53.4,NA,28.2,35,11,645.7,130.8,10.8,5.3,29
Костромская область,2018,13614.1,51.7,1177,191812.9,22313.48,NA,52.7,NA,28.8,41,16,640.3,160.9316,10.6,4.5,39
Костромская область,2019,14129.7,53.7,1175,202926.1,26008.989,NA,53.8,NA,27.8,47,11,635.3,125.76939999999999,10.2,4.1,32
Костромская область,2020,15711.12,56.2,1174,NA,26123.65,NA,53.5,NA,28.1,60,14,630.9,86.1,10,5.5,15
Курская область,2000,1955,49.91549930521651,1180,30167.7,5425,NA,56.8,NA,25,126,23,1274.1,203,31.7,10.5,125
Курская область,2001,2387,52.64896780313123,1184,36399.8,6646.22,NA,57.4,NA,24.9,167,24,1257.5,294.311,38,10.5,112
Курская область,2002,2805.9,55.160911507676346,1189,45309.4,10412.73326329788,NA,58.3,NA,24.700000000000003,135,22,1239.8,355.816,46.9,7.1,114
Курская область,2003,3445.5,48.85432856884041,1192,56383.1,10111.67567768492,NA,59.3,NA,24.400000000000006,133,55,1222.2,525.885,50.7,8.5,117
Курская область,2004,3867.2,47.7,1194,76506.1,15197.99207382714,NA,59.9,NA,24.4,88,56,1204.6,632.392,52.7,7.5,100
Курская область,2005,4285,48.9,1198,86624.9,17864,35524,60.5,21015,24.299999999999997,125,59,1186.7,728.2,58.2,7.2,90
Курская область,2006,4587.3,48.6349171423754,1200,104035.7,23241.14308383728,43204,60.7,21934,24.39999999999999,128,75,1169.6,1824.533,59,7.2,129
Курская область,2007,5421.4,48.737458102429166,1203,128799,33523.14256994589,58246,60.7,26158,24.599999999999994,94,96,1156.7,2461.743,65.4,4.9,119
Курская область,2008,6386.4,47.76078360546669,1204,167865.8,46752,69999,60.5,33709,24.700000000000003,196,86,1147.6,2264.869,64.5,6.3,134
Курская область,2009,6998,46.85971154067132,1206,161570.9,41183,70859,60,16707,25.200000000000003,222,94,1139.2,1930.523,73.3,8.8,134
Курская область,2010,8189.6,48.8,1207,193648.6,46093,82608,59.6,38473,25.6,251,82,1130.3,2128.9,72.3,8.2,144
Курская область,2011,8436.7,49.1,1207,228851.4,58521,94857,58.9,53257,26,172,89,1123.6,1533.7,67.7,6.3,198
Курская область,2012,8913.6,49.1,1206,248213.1,66639,104612,58.2,48979,26.4,175,74,1120.4,2369,63.5,5.1,177
Курская область,2013,9630.4,47.9,1205,271542.5,71546,114020,57.4,50093,26.9,168,102,1119.1,3013.6,60,4.6,176
Курская область,2014,10216.5,49.9,1205,298287.3,73695,119510,56.6,43030,27.4,152,77,1118.2,3466,55.7,3.9,177
Курская область,2015,11528.8,51.7,1204,336999.4,73745,151800,55.8,44940,27.8,297,71,1118.7,2762.6,54.6,4.2,188
Курская область,2016,12308.2,51.5,1203,379011.3,93658.527,167197,55.2,49180,28.2,193,87,1121.5,4948.7,44.5,4.3,199
Курская область,2017,12976.5,50.5,1203,404759.8,100895.137,NA,54.4,NA,28.8,264,57,1119.1,5936.1,41.1,4.1,176
Курская область,2018,13881.1,52.4,1202,451000.5,120735.232,NA,53.7,NA,29.4,257,60,1111.1,2749.2965,38,4,167
Курская область,2019,14199.7,52.8,1198,496699.4,142668.886,NA,54.8,NA,28.3,290,58,1105.5,2893.2582,36.4,4,169
Курская область,2020,14964.73,54.1,1198,NA,140133.953,NA,54.4,NA,28.7,225,28,1100.2,3782.2,37,4.9,167
Липецкая область,2000,1916.5,47.01226791815899,1172,48067.7,6265,NA,58.1,NA,23.9,76,18,1230.9,22.8,21.2,8.7,28
Липецкая область,2001,2240.2,47.81307467637832,1178,50574.1,8409.632,NA,58.5,NA,24,73,39,1224.3,23.365,22.9,6.4,25
Липецкая область,2002,2661.7,52.3020689027206,1182,70590.5,10984.920567030053,NA,59.4,NA,23.9,71,36,1215.7,37.042,27.8,4.9,25
Липецкая область,2003,3056.7,45.350502685580494,1185,96241.9,17199.826814417294,NA,60.3,NA,23.60000000000001,117,33,1208.2,34.746,29.9,4.5,35
Липецкая область,2004,3494.9,42.2,1187,141778.3,26575.303452464854,NA,60.8,NA,23.60000000000001,110,15,1201.9,44.982,31.1,4.3,46
Липецкая область,2005,3998.5,43,1188,145194.4,30312,180855,61.3,1203,23.5,81,10,1196.2,33.7,33.4,8.2,70
Липецкая область,2006,4537.6,44.051812908176444,1189,179057.3,44565.02259545867,219488,61.4,1972,23.699999999999996,79,15,1192.1,58.036,35.4,4.9,108
Липецкая область,2007,5351.9,44.201948724223264,1189,209821.5,64706.97322888445,253262,61.4,3408,23.800000000000004,60,9,1188.6,67.424,36.8,2.7,78
Липецкая область,2008,6281.1,43.227549032458725,1191,259532.2,88089,317543,61.1,4124,23.999999999999993,74,19,1184.3,81.876,37.1,5,83
Липецкая область,2009,7048.5,46.01553903174355,1191,226662,84317,228463,60.6,3084,24.4,74,27,1179.5,69.902,43.1,5.6,117
Липецкая область,2010,8028.8,48.6,1192,248544.9,101600,303619,60,3046,24.9,89,21,1174.5,66.6,41.6,4.5,100
Липецкая область,2011,8424.2,50.3,1193,287816.8,112531,355824,59.4,3655,25.4,51,19,1169,111.5,38.4,4.9,100
Липецкая область,2012,9096.7,51.2,1193,293301.3,93327,382979,58.5,5140,25.9,62,30,1164.1,143,35,3.6,126
Липецкая область,2013,9317.1,49.2,1192,315685.4,101093,386962,57.8,5618,26.3,69,33,1161.1,233,31.6,3.7,122
Липецкая область,2014,10407.6,50.6,1192,398464.5,105588,451426,56.9,5434,26.9,53,29,1158.9,287.5,28.5,3.7,125
Липецкая область,2015,11600.4,52.6,1191,448994.3,116134,536869,56,5002,27.5,85,12,1157,410.5,24.9,4.1,281
Липецкая область,2016,12325.7,55.7,1190,501263.5,127890.871,574430,55.2,5072,27.9,34,20,1156.2,352.3,22.2,4,243
Липецкая область,2017,12802.4,55.8,1190,522266.2,142407.098,NA,54.4,NA,28.5,47,14,1153.2,291.1,21.7,3.9,226
Липецкая область,2018,13466.2,57,1189,604396.2,128532.7,NA,53.7,NA,29.1,48,22,1147.1,510.09340000000003,21.2,3.8,242
Липецкая область,2019,13821.2,56.8,1187,570380,155038.156,NA,54.7,NA,28.1,40,25,1141.7,922.1211,20.2,3.7,252
Липецкая область,2020,14721.11,56.5,1187,NA,167131.132,NA,54.5,NA,28.3,49,29,1133.8,1066.7,19.4,4.3,246
Московская область,2000,2234.1,36.86424698303979,1172,176693.6,50729,NA,60.4,NA,23.4,931,133,6620.8,8803.7,132.9,7.8,9245
Московская область,2001,2721.6,35.25199849206886,1175,235159.6,52701.152,NA,60.8,NA,23.400000000000006,902,177,6611.3,11509.392,154.8,5.6,8870
Московская область,2002,3322.1,41.82217324498891,1177,312950,71787.41,NA,61.5,NA,23.299999999999997,1037,350,6613,14452.489,131,4.4,8016
Московская область,2003,3690,36.26988408837298,1180,412089.3,105176.11787771375,NA,62.2,NA,23.099999999999994,1573,451,6644.1,18859.806,134.4,4.4,8301
Московская область,2004,4289.1,35.3,1183,535204.4,154969.21884116254,NA,62.7,NA,23,1397,518,6704,20577.752,143.8,3.8,8058
Московская область,2005,4888.7,39.6,1187,708062.1,181260,523215,62.9,3784,23.1,1605,448,6760.3,21738.6,155.4,3.2,8115
Московская область,2006,5472,40.14264664784258,1188,934328.9,236930.86290286956,625949,63,5215,23.200000000000003,1167,512,6815.3,32932.997,165,3,8261
Московская область,2007,6499.2,37.060185817263886,1187,1295649.9,401143.3149763034,908782,62.9,7497,23.300000000000004,1051,571,6871.1,41136.203,170.5,2,8510
Московская область,2008,7451.7,36.60991470586879,1184,1645753,481617,1069303,62.7,11931,23.39999999999999,1158,656,6926.7,46089.272,172.4,2.7,8536
