region_rus,year,basket,depr,gender,grp,invest,manuf,middle,mining,old,pat_inv,pat_mod,pop,RD_exp,stud,unem,vig
Архангельская область,2011,10505.9,38.4,1140,439116.8,134722,101947,60.4,174092,22.5,38,34,1219.2,898.6,37.9,5.9,147
Архангельская область,2012,11061.9,38.4,1138,472470.9,162514,119015,59.3,178971,23.2,51,34,1207.9,1106.8,32.9,5.4,146
Архангельская область,2013,12272.7,41,1138,500095.1,157276,264884,58.3,184482,23.8,41,37,1197,1247.3,28.9,6.1,159
Архангельская область,2014,13358.8,44.1,1136,542695.3,157720,155500,57.3,194882,24.5,25,49,1187.6,1460.6,25.7,7.2,175
Архангельская область,2015,14799.3,46.1,1135,627698.1,172221,173405,56.2,235592,25.2,63,26,1178.7,1471,22.7,6.8,181
Архангельская область,2016,15816.9,46.6,1134,713043.9,169432.082,168026,55.3,257676,25.8,51,26,1169.9,1576.7,19.1,7.1,188
Архангельская область,2017,16329.8,48.1,1134,759206.5,215493.328,NA,54.6,NA,26.4,56,31,1160.4,1544.4,19,6.4,189
Архангельская область,2018,16921.1,51.3,1133,865723.3,198357.36,NA,54,NA,27,75,38,1149.6,1587.2747,18.6,6.4,168
Архангельская область,2019,17563,51.8,1132,890166.5,193157.46,NA,55.1,NA,26.1,77,30,1140.3,1467.3754,17.7,6.3,167
Архангельская область,2020,18525.87,54.8,1133,NA,198788.777,NA,54.9,NA,26.5,56,34,1131.8,1574.6,17.3,7.4,174
Ненецкий автономный округ,2000,3300.8,39.771241830065364,1026,11924,3828,NA,62.9,NA,11.000000000000007,NA,NA,41.1,2,0.2,11,1
Ненецкий автономный округ,2001,4066.1,40.51003957203576,1029,11883.5,6990.06,NA,62.8,NA,11.299999999999997,NA,NA,40.9,2.996,0.3,7,1
Ненецкий автономный округ,2002,5131.9,36.85452604371523,1021,16480.8,14155.990199080288,NA,63.3,NA,11.400000000000006,NA,NA,41.3,2.791,0.3,7.3,1
Ненецкий автономный округ,2003,5774.5,34.1822125813449,1028,25040.6,17181.600026361684,NA,64.4,NA,11.5,NA,NA,41.8,3.222,0.2,8.7,1
Ненецкий автономный округ,2004,6795.7,35.4,1031,39586.7,16393.156404787882,NA,65.3,NA,11.700000000000003,NA,NA,41.9,4.586,0.2,7.3,1
Ненецкий автономный округ,2005,7763.3,38.3,1041,44718.3,22466,345,65.8,41898,11.900000000000006,NA,NA,41.9,3.9,0.3,10.6,1
Ненецкий автономный округ,2006,8166.7,27.184612795428244,1044,67248.4,50090.839459610244,427,65.9,50636,12.299999999999997,NA,NA,41.9,5.345,0.3,5.5,1
Ненецкий автономный округ,2007,8939.7,27.523021976423728,1050,97838.3,91199.92757820885,498,65.6,77581,12.700000000000003,NA,NA,41.9,8.695,0.4,6.5,3
Ненецкий автономный округ,2008,11152.3,13.512039685056484,1055,91476.4,87104,573,64.8,88966,13.100000000000009,NA,NA,41.9,21.381,0.2,7.9,1
Ненецкий автономный округ,2009,13132.7,17.120087951802446,1054,130177.7,36364,802,63.7,139683,13.700000000000003,NA,NA,42,39.081,NA,9.5,1
Ненецкий автономный округ,2010,13826.5,26.1,1054,145928.3,42565,1150,62.9,153567,14.4,NA,NA,42.1,39.9,NA,6.5,1
Ненецкий автономный округ,2011,14895.3,31.1,1054,165431.3,44248,848,62.1,171225,14.9,NA,NA,42.3,42,NA,8.7,1
Ненецкий автономный округ,2012,15227.7,33,1053,157067.1,59024,1154,61.2,176814,15.4,1,NA,42.6,52.1,NA,6.9,1
Ненецкий автономный округ,2013,15601.7,38.8,1054,173170.2,61412,1092,60.5,181673,15.8,NA,NA,42.9,54.8,NA,7.1,1
Ненецкий автономный округ,2014,17304.1,42.1,1053,187009.8,78952,5783,59.6,187517,16.4,NA,2,43.2,66,NA,5.3,2
Ненецкий автономный округ,2015,19105.1,44.3,1052,227193.5,114503,12532,58.6,217123,17,NA,NA,43.6,65.2,NA,7.9,2
Ненецкий автономный округ,2016,19705.9,43.3,1051,261772.5,85702.622,22370,57.6,233012,17.8,NA,1,43.9,41.2,NA,8.5,2
Ненецкий автономный округ,2017,19918.3,45.6,1053,265790.9,106578.202,NA,56.8,NA,18.5,NA,NA,44,21.5,NA,8,2
Ненецкий автономный округ,2018,20141.9,50.3,1055,320405.7,91041.172,NA,56,NA,19.2,NA,NA,43.9,29.451900000000002,NA,8.1,2
Ненецкий автономный округ,2019,20614.6,52.1,1052,331115.4,97035.279,NA,57,NA,18.5,NA,NA,44,31.4715,NA,7.9,2
Ненецкий автономный округ,2020,21202.27,55.6,1054,NA,90237.623,NA,56.5,NA,19.2,NA,NA,44.2,32.1,NA,8.8,2
Архангельская область без автономного округа,2000,NA,NA,1111,NA,NA,NA,61.8,NA,18.5,20,10,1338.6000000000001,127.5,32.1,12.4,85
Архангельская область без автономного округа,2001,NA,NA,1118,NA,NA,NA,62.2,NA,18.700000000000003,25,7,1318.8999999999999,188.092,37.8,8.6,108
Архангельская область без автономного округа,2002,NA,NA,1126,NA,NA,NA,62.9,NA,18.699999999999996,46,19,1300.3,213.639,43.3,8.1,103
Архангельская область без автономного округа,2003,NA,NA,1132,NA,NA,NA,63.8,NA,18.700000000000003,45,20,1282.3,288.751,45.5,10,112
Архангельская область без автономного округа,2004,NA,NA,1138,NA,NA,NA,64.2,NA,18.89999999999999,39,24,1265.5,362.132,46.6,7.1,109
Архангельская область без автономного округа,2005,NA,NA,1144,NA,NA,64143,64.4,1567,19.299999999999997,45,14,1248.6,348.8,47.4,5.3,123
Архангельская область без автономного округа,2006,NA,NA,1149,NA,NA,58485,64.2,1047,19.799999999999997,28,11,1232.3,839.729,47.8,5.9,128
Архангельская область без автономного округа,2007,NA,NA,1148,NA,NA,67549,63.8,933,20.299999999999997,58,14,1220,785.003,46.9,5.3,116
Архангельская область без автономного округа,2008,NA,NA,1147,NA,NA,86175,63.2,1849,20.799999999999997,60,32,1209.8,600.964,46.2,6.8,132
Архангельская область без автономного округа,2009,NA,43.6,1147,NA,NA,61737,62.3,2011,21.400000000000006,49,22,1199.9,1116.456,46.3,7.1,130
Архангельская область без автономного округа,2010,NA,45.1,1145,NA,NA,97212,61.3,2167,22.2,22,31,1189.1,684.6,42.2,7,150
Архангельская область без автономного округа,2011,NA,44.5,1144,273685.5,NA,101099,60.3,2866,22.8,38,34,1176.9,856.6,37.9,5.8,146
Архангельская область без автономного округа,2012,NA,43.2,1142,315403.8,NA,117861,59.2,2157,23.5,50,34,1165.3,1054.7,32.9,5.3,145
Архангельская область без автономного округа,2013,12128.3,42.9,1141,326924.9,95864,263791,58.2,2810,24.2,41,37,1154.1,1192.5,28.9,6,158
Архангельская область без автономного округа,2014,13213.7,45.7,1140,355685.5,78768,149717,57.2,7365,24.8,25,47,1144.4,1394.6,25.7,7.3,173
Архангельская область без автономного округа,2015,14639.5,47.7,1138,400504.6,57718,160873,56.1,18468,25.6,63,26,1135.1,1405.7,22.7,6.8,179
Архангельская область без автономного округа,2016,15670.7,50.1,1138,451271.4,83729.46,145657,55.2,24664,26.2,51,25,1126,1535.5,19.1,7.1,186
Архангельская область без автономного округа,2017,16183.5,50.9,1138,493415.6,108915.126,NA,54.5,NA,26.8,56,31,1116.4,1522.9,19,6.4,187
Архангельская область без автономного округа,2018,16788.6,52.5,1137,545317.6,107316.188,NA,54,NA,27.3,75,38,1105.7,1557.8228000000001,18.6,6.3,166
Архангельская область без автономного округа,2019,17442.2,51.5,1135,559051.1,96122.181,NA,54.9,NA,26.5,77,30,1096.3,1435.9038999999998,17.7,6.2,165
Архангельская область без автономного округа,2020,18420.7,53.8,1136,NA,108551.154,NA,54.8,NA,26.8,56,34,1087.6,1542.5,17.3,7.3,172
Вологодская область,2000,2043.9,42.19141755062681,1147,69195.5,8593,NA,59.3,NA,21.400000000000006,54,1,1295,32.1,31.6,8.3,77
Вологодская область,2001,2491,42.96990216646242,1152,65425.3,10332.7018,NA,59.9,NA,21.500000000000007,49,5,1284.4,57.7,35.6,8.9,69
Вологодская область,2002,2889,50.59331924423556,1158,80731.9,13923.444988133384,NA,60.9,NA,21.199999999999996,76,3,1272.7,65.845,40.1,6,55
Вологодская область,2003,3236.6,44.5393357460504,1162,107544.6,18270.79121285026,NA,62,NA,20.900000000000006,121,17,1261.4,60.151,41.5,4.9,48
Вологодская область,2004,3780.2,50.3,1167,161378.6,43109.11442309331,NA,62.5,NA,20.900000000000006,129,13,1250.8,76.295,42.7,6.4,49
Вологодская область,2005,4503.9,50.1,1170,193966.1,60635,213085,63,163,20.900000000000006,98,16,1240.4,81.2,49,5.2,52
Вологодская область,2006,5128.1,46.063277950214484,1172,201939.2,66101.39690410222,236960,63.1,207,21.1,93,17,1230.4,131.664,50.6,5.4,64
Вологодская область,2007,6117,42.650119753076545,1173,243336.3,79210.8936519552,292700,62.9,259,21.4,80,20,1222.8,168.208,52.9,4,57
Вологодская область,2008,7073.5,42.028543344956546,1173,294926.2,78448,375167,62.6,312,21.6,73,13,1216.9,234.259,51.4,5.6,66
Вологодская область,2009,7833.9,43.776212184607,1174,213396.9,55794,235523,61.7,288,22.200000000000003,115,23,1211.2,298.897,48.8,7.8,72
Вологодская область,2010,8836.1,46.1,1174,262432.7,68569,319956,61,349,22.7,71,18,1204.8,286.8,44.2,7.8,72
Вологодская область,2011,9438.8,47.1,1172,323067.9,114958,400082,60.1,359,23.2,64,21,1199.9,310.9,41.3,7.3,70
Вологодская область,2012,10228.2,40.9,1171,355291.3,151023,388255,59.1,437,23.7,61,25,1197.4,311.7,38.2,5.8,84
Вологодская область,2013,10990.6,43.1,1170,346227.6,75421,374616,58.1,495,24.2,58,24,1194.8,362.7013,34.6,6.1,91
Вологодская область,2014,12311.3,45.9,1169,387211.7,79732,409033,57.1,396,24.8,56,36,1192.2,366.4,28.4,5.6,104
Вологодская область,2015,13637,48.7,1169,478893,87114,498162,55.9,589,25.4,71,32,1189.3,377.3,24.3,6.8,144
Вологодская область,2016,14553.2,51.6,1169,509931.7,114155.392,515013,55,554,25.9,56,37,1185.8,411.9,20.8,6.6,131
Вологодская область,2017,15060.3,50.5,1170,542663.4,138282.002,NA,54.2,NA,26.4,64,26,1180.3,479.5,19.1,5.3,86
Вологодская область,2018,15401,51.9,1170,615647.7,153427.919,NA,53.6,NA,26.9,66,35,1172.2,639.4241999999999,18.6,5.1,95
Вологодская область,2019,15674.9,54.3,1169,630137.7,199288.375,NA,54.6,NA,26,68,51,1164.1,702.4593000000001,18.4,4.5,108
Вологодская область,2020,16911.53,55,1171,NA,203577.055,NA,54.2,NA,26.4,59,60,1155.7,801.8,18.7,6.1,100
Калининградская область,2000,2206.1,44.50402717542248,1085,23290.3,4571,NA,62.3,NA,19.299999999999997,35,8,958.2,199.9,21.1,15.6,117
Калининградская область,2001,2777.7,43.99498168994982,1090,32327.2,5742.815,NA,62.8,NA,19.5,45,7,956.5,305.898,24.5,8.8,119
Калининградская область,2002,3094.5,48.850134151015716,1096,40120.3,7740.505553925666,NA,63.5,NA,19.400000000000006,52,12,954.8,376.37,29.1,7.2,113
Калининградская область,2003,3669.9,45.67975977139536,1109,46757.7,13699.410252673026,NA,64,NA,19.5,74,35,951,349.946,29.4,7.5,115
Калининградская область,2004,4292.7,34.3,1122,66552.1,19745.715450310596,NA,64.2,NA,19.700000000000003,69,17,945,463.552,30.2,6.6,120
Калининградская область,2005,5047,31.5,1133,81837.6,29959,61613,64.3,12487,20,49,23,939.3,481.2,40.1,6.5,119
Калининградская область,2006,5621.7,32.60236483409839,1140,103138.7,32595.554490720533,106265,64.2,12829,20.39999999999999,50,18,935.5,580.471,40.5,4.4,115
Калининградская область,2007,6508.1,33.64851010579605,1142,143927.7,46191.64286296568,164536,63.9,13800,20.800000000000004,40,20,934.8,717.868,45.3,3.4,118
Калининградская область,2008,7608.8,31.12086109307287,1141,179266.7,70811,193985,63.5,15106,21.200000000000003,63,17,935.9,678.789,41.7,8.6,110
Калининградская область,2009,8235.4,31.80790724483301,1138,169519.6,60463,157168,62.9,13290,21.699999999999996,54,17,937.6,957.906,41.4,10.9,120
Калининградская область,2010,9039.8,33.1,1131,195749.1,55877,216767,62.5,13034,22.1,55,25,940.2,1184.8,41.8,10.3,116
Калининградская область,2011,9429.3,30.3,1130,241004.8,63171,275795,61.7,16594,22.6,44,19,944.3,1310,40.3,9.1,138
Калининградская область,2012,10143.2,31.5,1130,265361.2,71757,325691,60.9,17128,23.1,55,24,950.8,901.8,38,7.4,130
Калининградская область,2013,11070.9,34.7,1129,275885.8,68702,339318,60.1,15302,23.5,46,32,958.9,1074.2682,33.7,5.6,170
Калининградская область,2014,12222.9,37.9,1130,314088.3,63716,419357,59.2,13084,24.1,62,17,966,1005.9,30.2,5.4,184
Калининградская область,2015,13477.8,40.3,1130,349818.6,69015,422287,58.3,14829,24.6,46,17,972.7,1146.8,27.4,5.7,194
Калининградская область,2016,14547.4,42.5,1129,417094.9,89462.277,424136,57.6,14843,25,39,20,981.3,1293.5,24.7,6,215
Калининградская область,2017,15182.2,38.5,1129,446677.6,130397.779,NA,57,NA,25.4,46,21,990.4,1094,23.7,5.2,163
Калининградская область,2018,15979.9,31.6,1128,493302.4,159880.365,NA,56.5,NA,25.7,59,34,998.4,1221.6395,22.4,4.7,168
Калининградская область,2019,16403.3,35.1,1126,519724.5,101407.807,NA,57.4,NA,24.8,75,17,1007.3,1561.7578999999998,21.3,4.4,223
Калининградская область,2020,17288.36,38.5,1127,NA,97532.641,NA,57.1,NA,25.1,52,12,1015.6,1894.3,20.5,5.9,233
Ленинградская область,2000,2147,40.929121454933636,1159,56001.9,19241,NA,60.3,NA,22.60000000000001,153,41,1683.5,836.8,5,9.6,651
Ленинградская область,2001,2643.4,39.209485718811344,1163,75858.6,32273.437,NA,60.8,NA,22.799999999999997,104,24,1676.5,1171.844,19.7,7,651
Ленинградская область,2002,3084.3,42.57012612195363,1168,94747,28212.342278377662,NA,61.6,NA,22.699999999999996,135,41,1669.9,1833.285,27.8,7,639
Ленинградская область,2003,3485.8,37.09969712478291,1172,121222.3,49703.652877179054,NA,62.6,NA,22.499999999999993,140,54,1670.2,2291.244,14.2,8.6,629
Ленинградская область,2004,4082.7,36.4,1177,166445,68561.19281714724,NA,63.1,NA,22.6,114,45,1677.4,1337.61,16.7,6.9,626
Ленинградская область,2005,4703.1,36.3,1181,205416.9,82859,162570,63.5,4130,22.700000000000003,99,41,1683.4,1640.9,20.3,7.2,604
Ленинградская область,2006,5291.4,34.386137890976336,1181,265260.4,127209.42299678434,205677,63.4,5912,23.1,110,33,1688.2,2056.744,18.4,5.8,601
Ленинградская область,2007,6076.3,35.87595308443281,1179,309028.6,126296.30717396652,244352,63.2,7461,23.5,68,27,1691.8,2598.427,20.1,3.9,617
Ленинградская область,2008,6982.2,36.02551012510675,1172,383255.4,166112,315967,62.9,11000,23.800000000000004,90,36,1695.7,3526.282,18.2,6,602
Ленинградская область,2009,7818.7,36.099250550945726,1163,430395.5,190860,318178,62.3,8447,24.200000000000003,67,54,1701.9,3644.273,17.1,6.9,598
Ленинградская область,2010,8979.3,36.5,1151,490303.7,278864,376894,61.6,8314,24.7,78,46,1711.7,4400.2,16.6,5.2,579
Ленинградская область,2011,9408.7,33.7,1146,581712,305699,449543,61,9384,25.2,78,45,1726.2,4583.7,14.7,4.3,568
Ленинградская область,2012,10182.5,32.6,1134,672066.9,330721,504378,60.5,15531,25.6,83,36,1742.5,6189.9,14.1,3.2,559
Ленинградская область,2013,11026.1,32.4,1129,678718.3,253619,519640,59.8,15864,26.1,38,47,1757.5,5472.700599999999,12.6,4.3,564
Ленинградская область,2014,12629.1,35.7,1128,703325.6,170502,645073,59,14401,26.6,30,52,1769.7,6708.8,11.3,4.5,667
Ленинградская область,2015,13956.7,40,1137,849616.6,225915,851522,58,13220,27.2,52,39,1777.2,7587.1,9.9,5.1,643
Ленинградская область,2016,14796.2,43,1136,953668.3,264212.803,899580,57.3,11461,27.6,44,31,1785.4,6335.3,8.9,4.6,623
Ленинградская область,2017,15363.3,45.2,1131,1002543.3,337673.819,NA,56.8,NA,27.9,42,38,1802.9,6863.5,8,4.6,599
Ленинградская область,2018,16007,44.4,1134,1147644.4,511164.195,NA,56.5,NA,28,62,40,1830.8,7431.9142999999995,7.8,4.1,580
Ленинградская область,2019,16555.7,45.6,1135,1224514.1,420872.219,NA,57.7,NA,26.7,55,19,1861.8,8614.4994,6.8,3.9,560
Ленинградская область,2020,17278.97,47.7,1138,NA,458132.459,NA,57.6,NA,26.8,50,37,1884.3,8296,6.3,5.3,475
Мурманская область,2000,2934.2,41.78882173931678,1039,55135,7190,NA,67.9,NA,13.199999999999989,39,11,932,371,18.2,13.4,452
Мурманская область,2001,3571.9,45.4492573468477,1045,57569.3,10677.6314,NA,68,NA,13.5,33,15,914.3,401.127,20.6,13.1,457
Мурманская область,2002,4532.4,49.12383262937901,1052,68445.4,9976.38078092869,NA,68.6,NA,13.5,33,20,897.7,565.86,28.2,10.3,465
Мурманская область,2003,4961.4,40.59839843881431,1064,80604.1,13181.993600054608,NA,69,NA,13.799999999999997,36,15,881.5,1272.478,30.7,10.1,479
Мурманская область,2004,5617.8,42.3,1082,124972,14805.24310688731,NA,68.9,NA,14.5,28,13,865,1087.027,32.6,10.9,482
Мурманская область,2005,6286.1,42.9,1097,132870.2,20017,45558,68.6,27036,15.200000000000003,35,15,848.2,1071.5,39,8.7,491
Мурманская область,2006,6962.8,41.194028147740845,1109,158127,24459.782376362346,54700,68.2,29477,16,33,21,831.7,1244.964,37.9,6.7,491
Мурманская область,2007,7790.1,42.40684374760821,1111,191584.6,26911.934778833078,64201,67.7,35362,16.599999999999994,37,17,819.6,1629.503,37.8,6.3,485
Мурманская область,2008,8979.7,38.66953662015033,1110,213733.5,46844,50921,67,60270,17.200000000000003,39,30,810.4,2245.626,37.1,6.6,470
Мурманская область,2009,9963.6,39.55438385629844,1106,202235.5,41722,52570,66.1,46719,17.900000000000006,38,23,802.7,2168.91,35.9,7.5,480
Мурманская область,2010,11062.9,42.7,1096,233438.9,38611,88593,65.3,62384,18.5,35,24,796.9,2006.6,32.3,8.6,489
Мурманская область,2011,11490.3,42.8,1093,263811.7,55970,87229,64.4,82722,19,26,16,791,2077.8,28.3,8.6,501
Мурманская область,2012,12175.2,37,1091,283846.2,72449,96299,63.6,78944,19.5,43,22,784.2,2383.6,25.5,7.7,528
Мурманская область,2013,13128.2,39.5,1089,306578.7,70579,88347,62.5,93187,20.1,43,23,775.7,2517.984,21.9,7.2,523
Мурманская область,2014,14688.3,38.9,1089,328291.8,85845,114265,61.6,82163,20.7,40,20,768.7,2599.3,20.4,6.7,510
Мурманская область,2015,16236.1,41.8,1088,401582.7,100418,147940,60.6,106426,21.2,32,19,764.2,2513.4,15.4,7.8,511
Мурманская область,2016,17098.9,43,1086,467006.5,85494.614,139901,59.7,124267,21.8,26,9,759.9,2404.6,9.8,7.7,496
Мурманская область,2017,17702.1,43.1,1081,479352.8,113269.333,NA,59.1,NA,22.2,35,8,755.6,2276.1,8.8,7,471
Мурманская область,2018,18383.7,44.2,1080,521051.5,155744.198,NA,58.6,NA,22.6,31,17,750.8,2601.7509,7.9,6.8,471
Мурманская область,2019,19019.7,43.8,1079,616909,170855.525,NA,59.6,NA,21.8,25,10,744.7,2769.6756,7,5.4,467
Мурманская область,2020,19883.72,42.7,1077,NA,191126.215,NA,59.3,NA,22.1,23,5,737.1,2837.4,6.6,7.7,450
Новгородская область,2000,2150.3,48.97247360482655,1206,20965.5,4767,NA,57.8,NA,24.400000000000006,25,5,714.4,69.3,19.2,7.6,29
Новгородская область,2001,2534.5,48.70505081772687,1215,27501,7955.578300000001,NA,58.1,NA,24.6,19,2,705.6,126.225,19.6,6.4,26
Новгородская область,2002,2964.5,53.194637755475796,1223,31466.8,5008.486810474091,NA,58.9,NA,24.500000000000007,28,15,696.5,123.908,23.8,6.3,25
Новгородская область,2003,3311,40.5030809487634,1226,38081.7,8976.20633781266,NA,59.9,NA,24.199999999999996,26,25,687.5,164.775,23,4.9,27
Новгородская область,2004,3798.5,37.2,1228,49242.3,8794.891855149144,NA,60.4,NA,24.300000000000004,29,17,678.7,210.88,22.8,6.1,27
Новгородская область,2005,4248.7,40.2,1230,63848.3,13996,52412,60.9,181,24.300000000000004,25,13,670.1,183.9,23,5.8,20
Новгородская область,2006,4798.7,38.5522345935538,1231,74923.8,18954.029612861556,59270,61,245,24.599999999999994,32,11,661.6,257.344,22.7,5.5,22
Новгородская область,2007,5810.9,39.252510134046126,1231,86664.9,23918.686059299685,73162,60.8,186,24.799999999999997,19,26,654.9,438.884,22.7,5.3,27
Новгородская область,2008,6650.5,39.179628963624246,1231,115141.3,33934,97937,60.4,338,25.1,23,19,648.8,539.779,22.2,4.9,27
Новгородская область,2009,7172.1,40.900852428226145,1228,117710,35617,80262,59.7,547,25.5,24,15,642.5,612.732,20.8,6.1,29
Новгородская область,2010,8050.2,43.3,1228,127407.8,39454,99845,59,626,26,13,15,636.2,708.6,21.1,5.6,27
Новгородская область,2011,8334.2,45.3,1227,153419.7,38031,119362,58.2,959,26.5,21,23,631.3,857.1,19.1,4.9,31
Новгородская область,2012,8999.4,42.4,1227,170605.7,45000,124884,57.2,1106,27.1,47,27,627.8,1391.5,17.1,4.1,33
Новгородская область,2013,9730.4,43.8,1224,178818.1,53063,129436,56.2,1244,27.7,35,36,624.2,1208.7,16.2,4.6,36
Новгородская область,2014,10983.1,45.2,1224,209304.4,61369,150603,55.3,1638,28.2,50,38,620.6,1093,16,3.7,41
Новгородская область,2015,12054.7,48.4,1222,234075.7,69336,189450,54.3,2414,28.7,41,22,617.2,1587.8,12.5,4.6,72
Новгородская область,2016,12965.3,47.6,1219,253056.8,78742.092,188719,53.5,3735,29.1,39,8,614.1,1694.7,11.5,4.9,66
Новгородская область,2017,13518.8,46.9,1217,256165.8,70831.646,NA,52.7,NA,29.7,44,15,609.5,2751.8,8.1,4.7,59
Новгородская область,2018,14358.7,45.9,1215,259255.8,61529.68,NA,52.1,NA,30.1,52,17,603.4,2031.1142,7.9,4.2,58
Новгородская область,2019,14685.5,50.1,1212,273543.5,49827.796,NA,53.1,NA,29.1,51,20,598.4,1831.0773000000002,8.1,3.6,40
Новгородская область,2020,15385.05,52.9,1210,NA,42243.643,NA,53,NA,29.3,42,14,594.5,1505.1,8.5,5.8,38
Псковская область,2000,1966.7,42.11392405063291,1176,16178.9,2446,NA,57.3,NA,25.400000000000006,9,20,787.5,13,14.2,11.7,44
Псковская область,2001,2322.4,43.58961423334342,1181,19416.9,2790.5361999999996,NA,57.8,NA,25.400000000000006,7,16,775.8,11.782,15.3,10.2,27
Псковская область,2002,2670.3,51.05222670952499,1186,24098.9,3135.295317202201,NA,58.6,NA,25.300000000000004,13,22,763.9,21.399,20.3,8.1,74
Псковская область,2003,3016.1,32.64824611527899,1187,29488.4,5613.641125312553,NA,59.6,NA,24.9,11,16,752.4,26.098,20.9,8.2,72
Псковская область,2004,3497.8,34.5,1185,35816,5904.919501676145,NA,60.1,NA,24.800000000000004,6,17,740.7,25.402,20.5,5.4,75
Псковская область,2005,4067,37.9,1186,40582.9,5547,22475,60.6,92.3,24.800000000000004,18,22,727.6,24.2,23.3,6.3,33
Псковская область,2006,4598,39.957892699130866,1185,51464.9,7603.2642156418315,26226,60.8,137,25,19,24,714.5,37.006,23.8,7.2,60
Псковская область,2007,5404.3,40.894827465599704,1182,61561.9,13678.765120698763,34817,60.8,271,25.299999999999997,21,27,703.9,63.226,24.6,4.8,63
Псковская область,2008,6400.3,37.0654935837059,1183,73283.2,16472,40507,60.5,409,25.599999999999994,23,33,695,46.592,25.6,6.5,82
Псковская область,2009,7024,38.74007795709944,1182,74647.8,12717,33981,59.8,453,26,40,26,686.1,63.126,25.6,11,74
Псковская область,2010,7954,41,1182,87066,16695,47186,59.2,278,26.5,16,16,676.6,57.1,26.3,9.5,70
Псковская область,2011,8474.8,39.2,1178,100498.5,24882,61752,58.4,441,27,21,14,669.1,67.4,24.2,9.3,102
Псковская область,2012,9259,39.9,1177,107547.5,33664,62390,57.6,656,27.5,29,23,664.2,173.2,21.7,6.6,384
Псковская область,2013,10135.5,40.4,1175,114676.2,28953,64413,56.8,905,28,21,27,659,171.2,17.9,7,352
Псковская область,2014,11701.9,43,1173,123825.6,29808,63523,55.9,983,28.5,43,23,653.8,167.6,16,6.5,347
Псковская область,2015,13060.3,45.9,1169,135239.5,27363,81734,55,1250,29,33,20,648.8,337.1,14.4,6.9,366
Псковская область,2016,13811,47.4,1163,159206.1,27271.783,85901,54.3,1056,29.3,18,22,644.3,430.5,12.8,6.7,60
Псковская область,2017,14173.5,46.6,1161,165858.1,29266.913,NA,53.7,NA,29.8,30,24,639.3,437.7,12.4,6.5,53
Псковская область,2018,15024.6,48.1,1160,180730.3,31297.083,NA,53,NA,30.3,25,25,633.1,226.576,11.9,5.7,51
Псковская область,2019,15055.8,49.3,1157,197129.6,33623.251,NA,54.2,NA,29.1,29,13,627.9,204.396,11.6,5.1,43
Псковская область,2020,15909.88,51,1154,NA,37941.313,NA,53.9,NA,29.4,29,13,623.2,176.9,11.4,6.5,24
г. Санкт-Петербург,2000,2460.6,44.28636026552354,1221,188243,35891,NA,61.7,NA,23.099999999999994,1186,437,4728.4,8780.1,356.7,6.2,13668
г. Санкт-Петербург,2001,2915.2,44.25511336159076,1223,251654.4,53168.621,NA,62.3,NA,23.400000000000006,1144,560,4701.6,11988.201,383.9,4,13068
г. Санкт-Петербург,2002,3462.4,49.61569916629325,1225,336692.3,76045.60071248769,NA,62.8,NA,23.5,1267,546,4672.4,14372.034,380.1,3.4,12761
г. Санкт-Петербург,2003,3851.8,39.426778779334434,1229,409638.5,111677.85689401023,NA,63.2,NA,23.39999999999999,1483,818,4659.3,18357.662,421.8,4.2,12653
г. Санкт-Петербург,2004,4399.2,40.7,1232,542359.2,117762.18257927168,NA,63.4,NA,23.6,1363,743,4674.3,21717.162,443.4,2.7,12757
г. Санкт-Петербург,2005,4984.1,39.8,1235,666392.8,156854,372491,63.4,1261,23.9,1376,696,4699.7,26329.9,428.8,2.2,12208
г. Санкт-Петербург,2006,5502.6,37.33020550067414,1236,825102.3,193683.50451439974,442213,63.4,1176,24.199999999999996,1396,841,4730.2,31699.927,439.5,2.4,11899
г. Санкт-Петербург,2007,6506.7,38.25627762209605,1236,1119660.3,303448.3913778885,549995,63.2,1070,24.599999999999994,1334,869,4756.2,40042.677,450.1,2.1,12358
г. Санкт-Петербург,2008,7583.3,38.08758996703293,1234,1431839.6,372637,721113,63,1381,24.799999999999997,1333,720,4781.8,48686.066,458.7,2,11753
г. Санкт-Петербург,2009,8139.9,39.420292374892426,1231,1475805.3,334074,994090,62.5,801,25.200000000000003,1778,970,4815.7,53398.471,454.3,4.1,11746
г. Санкт-Петербург,2010,9133.4,40,1229,1699486.4,401537,1318896,62.4,1722,25.5,1324,833,4866.1,59222.8,429.9,2.6,11285
г. Санкт-Петербург,2011,9786.4,37.6,1225,2091914.3,360368,1740536,62,3165,25.6,1317,885,4926.3,68990,400.9,2,11308
г. Санкт-Петербург,2012,10458.4,39.2,1216,2280426,352116,2069394,61.5,1769,25.7,1436,1061,4990.6,84951.5,381.6,1.1,11722
г. Санкт-Петербург,2013,11302.7,36.8,1205,2491423.3,475149,1976412,61.1,10019,25.7,1357,1045,5080,92834.4,352.4,1.5,11372
г. Санкт-Петербург,2014,12819.7,37.5,1204,2661210,523331,2089707,60.3,14726,26,1328,1093,5161.8,102072.4,317.1,1.4,11148
г. Санкт-Петербург,2015,14421.2,38.3,1213,3387417.7,483423,2263057,59.2,16798,26.4,1521,845,5208.7,109711.5,303.3,2.1,10801
